date_id,full_date,year,quarter,month,day,month_name,year_month
95,2022-04-05,2022,2,4,5,Apr,2022-04
96,2022-04-06,2022,2,4,6,Apr,2022-04
97,2022-04-07,2022,2,4,7,Apr,2022-04
98,2022-04-08,2022,2,4,8,Apr,2022-04
99,2022-04-09,2022,2,4,9,Apr,2022-04
100,2022-04-10,2022,2,4,10,Apr,2022-04
101,2022-04-11,2022,2,4,11,Apr,2022-04
102,2022-04-12,2022,2,4,12,Apr,2022-04
103,2022-04-13,2022,2,4,13,Apr,2022-04
104,2022-04-14,2022,2,4,14,Apr,2022-04
105,2022-04-15,2022,2,4,15,Apr,2022-04
106,2022-04-16,2022,2,4,16,Apr,2022-04
107,2022-04-17,2022,2,4,17,Apr,2022-04
108,2022-04-18,2022,2,4,18,Apr,2022-04
109,2022-04-19,2022,2,4,19,Apr,2022-04
110,2022-04-20,2022,2,4,20,Apr,2022-04
111,2022-04-21,2022,2,4,21,Apr,2022-04
112,2022-04-22,2022,2,4,22,Apr,2022-04
113,2022-04-23,2022,2,4,23,Apr,2022-04
114,2022-04-24,2022,2,4,24,Apr,2022-04
115,2022-04-25,2022,2,4,25,Apr,2022-04
116,2022-04-26,2022,2,4,26,Apr,2022-04
117,2022-04-27,2022,2,4,27,Apr,2022-04
118,2022-04-28,2022,2,4,28,Apr,2022-04
119,2022-04-29,2022,2,4,29,Apr,2022-04
120,2022-04-30,2022,2,4,30,Apr,2022-04
121,2022-05-01,2022,2,5,1,May,2022-05
122,2022-05-02,2022,2,5,2,May,2022-05
123,2022-05-03,2022,2,5,3,May,2022-05
124,2022-05-04,2022,2,5,4,May,2022-05
125,2022-05-05,2022,2,5,5,May,2022-05
126,2022-05-06,2022,2,5,6,May,2022-05
127,2022-05-07,2022,2,5,7,May,2022-05
128,2022-05-08,2022,2,5,8,May,2022-05
129,2022-05-09,2022,2,5,9,May,2022-05
130,2022-05-10,2022,2,5,10,May,2022-05
131,2022-05-11,2022,2,5,11,May,2022-05
132,2022-05-12,2022,2,5,12,May,2022-05
133,2022-05-13,2022,2,5,13,May,2022-05
134,2022-05-14,2022,2,5,14,May,2022-05
135,2022-05-15,2022,2,5,15,May,2022-05
136,2022-05-16,2022,2,5,16,May,2022-05
137,2022-05-17,2022,2,5,17,May,2022-05
138,2022-05-18,2022,2,5,18,May,2022-05
139,2022-05-19,2022,2,5,19,May,2022-05
140,2022-05-20,2022,2,5,20,May,2022-05
141,2022-05-21,2022,2,5,21,May,2022-05
142,2022-05-22,2022,2,5,22,May,2022-05
143,2022-05-23,2022,2,5,23,May,2022-05
144,2022-05-24,2022,2,5,24,May,2022-05
145,2022-05-25,2022,2,5,25,May,2022-05
146,2022-05-26,2022,2,5,26,May,2022-05
147,2022-05-27,2022,2,5,27,May,2022-05
148,2022-05-28,2022,2,5,28,May,2022-05
149,2022-05-29,2022,2,5,29,May,2022-05
150,2022-05-30,2022,2,5,30,May,2022-05
151,2022-05-31,2022,2,5,31,May,2022-05
152,2022-06-01,2022,2,6,1,Jun,2022-06
153,2022-06-02,2022,2,6,2,Jun,2022-06
154,2022-06-03,2022,2,6,3,Jun,2022-06
155,2022-06-04,2022,2,6,4,Jun,2022-06
156,2022-06-05,2022,2,6,5,Jun,2022-06
157,2022-06-06,2022,2,6,6,Jun,2022-06
158,2022-06-07,2022,2,6,7,Jun,2022-06
159,2022-06-08,2022,2,6,8,Jun,2022-06
160,2022-06-09,2022,2,6,9,Jun,2022-06
161,2022-06-10,2022,2,6,10,Jun,2022-06
162,2022-06-11,2022,2,6,11,Jun,2022-06
163,2022-06-12,2022,2,6,12,Jun,2022-06
164,2022-06-13,2022,2,6,13,Jun,2022-06
165,2022-06-14,2022,2,6,14,Jun,2022-06
166,2022-06-15,2022,2,6,15,Jun,2022-06
167,2022-06-16,2022,2,6,16,Jun,2022-06
168,2022-06-17,2022,2,6,17,Jun,2022-06
169,2022-06-18,2022,2,6,18,Jun,2022-06
170,2022-06-19,2022,2,6,19,Jun,2022-06
171,2022-06-20,2022,2,6,20,Jun,2022-06
172,2022-06-21,2022,2,6,21,Jun,2022-06
173,2022-06-22,2022,2,6,22,Jun,2022-06
174,2022-06-23,2022,2,6,23,Jun,2022-06
175,2022-06-24,2022,2,6,24,Jun,2022-06
176,2022-06-25,2022,2,6,25,Jun,2022-06
177,2022-06-26,2022,2,6,26,Jun,2022-06
178,2022-06-27,2022,2,6,27,Jun,2022-06
179,2022-06-28,2022,2,6,28,Jun,2022-06
180,2022-06-29,2022,2,6,29,Jun,2022-06
181,2022-06-30,2022,2,6,30,Jun,2022-06
182,2022-07-01,2022,3,7,1,Jul,2022-07
183,2022-07-02,2022,3,7,2,Jul,2022-07
184,2022-07-03,2022,3,7,3,Jul,2022-07
185,2022-07-04,2022,3,7,4,Jul,2022-07
186,2022-07-05,2022,3,7,5,Jul,2022-07
187,2022-07-06,2022,3,7,6,Jul,2022-07
188,2022-07-07,2022,3,7,7,Jul,2022-07
189,2022-07-08,2022,3,7,8,Jul,2022-07
190,2022-07-09,2022,3,7,9,Jul,2022-07
191,2022-07-10,2022,3,7,10,Jul,2022-07
192,2022-07-11,2022,3,7,11,Jul,2022-07
193,2022-07-12,2022,3,7,12,Jul,2022-07
194,2022-07-13,2022,3,7,13,Jul,2022-07
195,2022-07-14,2022,3,7,14,Jul,2022-07
196,2022-07-15,2022,3,7,15,Jul,2022-07
197,2022-07-16,2022,3,7,16,Jul,2022-07
198,2022-07-17,2022,3,7,17,Jul,2022-07
199,2022-07-18,2022,3,7,18,Jul,2022-07
200,2022-07-19,2022,3,7,19,Jul,2022-07
201,2022-07-20,2022,3,7,20,Jul,2022-07
202,2022-07-21,2022,3,7,21,Jul,2022-07
203,2022-07-22,2022,3,7,22,Jul,2022-07
204,2022-07-23,2022,3,7,23,Jul,2022-07
205,2022-07-24,2022,3,7,24,Jul,2022-07
206,2022-07-25,2022,3,7,25,Jul,2022-07
207,2022-07-26,2022,3,7,26,Jul,2022-07
208,2022-07-27,2022,3,7,27,Jul,2022-07
209,2022-07-28,2022,3,7,28,Jul,2022-07
210,2022-07-29,2022,3,7,29,Jul,2022-07
211,2022-07-30,2022,3,7,30,Jul,2022-07
212,2022-07-31,2022,3,7,31,Jul,2022-07
213,2022-08-01,2022,3,8,1,Aug,2022-08
214,2022-08-02,2022,3,8,2,Aug,2022-08
215,2022-08-03,2022,3,8,3,Aug,2022-08
216,2022-08-04,2022,3,8,4,Aug,2022-08
217,2022-08-05,2022,3,8,5,Aug,2022-08
218,2022-08-06,2022,3,8,6,Aug,2022-08
219,2022-08-07,2022,3,8,7,Aug,2022-08
220,2022-08-08,2022,3,8,8,Aug,2022-08
221,2022-08-09,2022,3,8,9,Aug,2022-08
222,2022-08-10,2022,3,8,10,Aug,2022-08
223,2022-08-11,2022,3,8,11,Aug,2022-08
224,2022-08-12,2022,3,8,12,Aug,2022-08
225,2022-08-13,2022,3,8,13,Aug,2022-08
226,2022-08-14,2022,3,8,14,Aug,2022-08
227,2022-08-15,2022,3,8,15,Aug,2022-08
228,2022-08-16,2022,3,8,16,Aug,2022-08
229,2022-08-17,2022,3,8,17,Aug,2022-08
230,2022-08-18,2022,3,8,18,Aug,2022-08
231,2022-08-19,2022,3,8,19,Aug,2022-08
232,2022-08-20,2022,3,8,20,Aug,2022-08
233,2022-08-21,2022,3,8,21,Aug,2022-08
234,2022-08-22,2022,3,8,22,Aug,2022-08
235,2022-08-23,2022,3,8,23,Aug,2022-08
236,2022-08-24,2022,3,8,24,Aug,2022-08
237,2022-08-25,2022,3,8,25,Aug,2022-08
238,2022-08-26,2022,3,8,26,Aug,2022-08
239,2022-08-27,2022,3,8,27,Aug,2022-08
240,2022-08-28,2022,3,8,28,Aug,2022-08
241,2022-08-29,2022,3,8,29,Aug,2022-08
242,2022-08-30,2022,3,8,30,Aug,2022-08
243,2022-08-31,2022,3,8,31,Aug,2022-08
244,2022-09-01,2022,3,9,1,Sep,2022-09
245,2022-09-02,2022,3,9,2,Sep,2022-09
246,2022-09-03,2022,3,9,3,Sep,2022-09
247,2022-09-04,2022,3,9,4,Sep,2022-09
248,2022-09-05,2022,3,9,5,Sep,2022-09
249,2022-09-06,2022,3,9,6,Sep,2022-09
250,2022-09-07,2022,3,9,7,Sep,2022-09
251,2022-09-08,2022,3,9,8,Sep,2022-09
252,2022-09-09,2022,3,9,9,Sep,2022-09
253,2022-09-10,2022,3,9,10,Sep,2022-09
254,2022-09-11,2022,3,9,11,Sep,2022-09
255,2022-09-12,2022,3,9,12,Sep,2022-09
256,2022-09-13,2022,3,9,13,Sep,2022-09
257,2022-09-14,2022,3,9,14,Sep,2022-09
258,2022-09-15,2022,3,9,15,Sep,2022-09
259,2022-09-16,2022,3,9,16,Sep,2022-09
260,2022-09-17,2022,3,9,17,Sep,2022-09
261,2022-09-18,2022,3,9,18,Sep,2022-09
262,2022-09-19,2022,3,9,19,Sep,2022-09
263,2022-09-20,2022,3,9,20,Sep,2022-09
264,2022-09-21,2022,3,9,21,Sep,2022-09
265,2022-09-22,2022,3,9,22,Sep,2022-09
266,2022-09-23,2022,3,9,23,Sep,2022-09
267,2022-09-24,2022,3,9,24,Sep,2022-09
268,2022-09-25,2022,3,9,25,Sep,2022-09
269,2022-09-26,2022,3,9,26,Sep,2022-09
270,2022-09-27,2022,3,9,27,Sep,2022-09
271,2022-09-28,2022,3,9,28,Sep,2022-09
272,2022-09-29,2022,3,9,29,Sep,2022-09
273,2022-09-30,2022,3,9,30,Sep,2022-09
274,2022-10-01,2022,4,10,1,Oct,2022-10
275,2022-10-02,2022,4,10,2,Oct,2022-10
276,2022-10-03,2022,4,10,3,Oct,2022-10
277,2022-10-04,2022,4,10,4,Oct,2022-10
278,2022-10-05,2022,4,10,5,Oct,2022-10
279,2022-10-06,2022,4,10,6,Oct,2022-10
280,2022-10-07,2022,4,10,7,Oct,2022-10
281,2022-10-08,2022,4,10,8,Oct,2022-10
282,2022-10-09,2022,4,10,9,Oct,2022-10
283,2022-10-10,2022,4,10,10,Oct,2022-10
284,2022-10-11,2022,4,10,11,Oct,2022-10
285,2022-10-12,2022,4,10,12,Oct,2022-10
286,2022-10-13,2022,4,10,13,Oct,2022-10
287,2022-10-14,2022,4,10,14,Oct,2022-10
288,2022-10-15,2022,4,10,15,Oct,2022-10
289,2022-10-16,2022,4,10,16,Oct,2022-10
290,2022-10-17,2022,4,10,17,Oct,2022-10
291,2022-10-18,2022,4,10,18,Oct,2022-10
292,2022-10-19,2022,4,10,19,Oct,2022-10
293,2022-10-20,2022,4,10,20,Oct,2022-10
294,2022-10-21,2022,4,10,21,Oct,2022-10
295,2022-10-22,2022,4,10,22,Oct,2022-10
296,2022-10-23,2022,4,10,23,Oct,2022-10
297,2022-10-24,2022,4,10,24,Oct,2022-10
298,2022-10-25,2022,4,10,25,Oct,2022-10
299,2022-10-26,2022,4,10,26,Oct,2022-10
300,2022-10-27,2022,4,10,27,Oct,2022-10
301,2022-10-28,2022,4,10,28,Oct,2022-10
302,2022-10-29,2022,4,10,29,Oct,2022-10
303,2022-10-30,2022,4,10,30,Oct,2022-10
304,2022-10-31,2022,4,10,31,Oct,2022-10
305,2022-11-01,2022,4,11,1,Nov,2022-11
306,2022-11-02,2022,4,11,2,Nov,2022-11
307,2022-11-03,2022,4,11,3,Nov,2022-11
308,2022-11-04,2022,4,11,4,Nov,2022-11
309,2022-11-05,2022,4,11,5,Nov,2022-11
310,2022-11-06,2022,4,11,6,Nov,2022-11
311,2022-11-07,2022,4,11,7,Nov,2022-11
312,2022-11-08,2022,4,11,8,Nov,2022-11
313,2022-11-09,2022,4,11,9,Nov,2022-11
314,2022-11-10,2022,4,11,10,Nov,2022-11
315,2022-11-11,2022,4,11,11,Nov,2022-11
316,2022-11-12,2022,4,11,12,Nov,2022-11
317,2022-11-13,2022,4,11,13,Nov,2022-11
318,2022-11-14,2022,4,11,14,Nov,2022-11
319,2022-11-15,2022,4,11,15,Nov,2022-11
320,2022-11-16,2022,4,11,16,Nov,2022-11
321,2022-11-17,2022,4,11,17,Nov,2022-11
322,2022-11-18,2022,4,11,18,Nov,2022-11
323,2022-11-19,2022,4,11,19,Nov,2022-11
324,2022-11-20,2022,4,11,20,Nov,2022-11
325,2022-11-21,2022,4,11,21,Nov,2022-11
326,2022-11-22,2022,4,11,22,Nov,2022-11
327,2022-11-23,2022,4,11,23,Nov,2022-11
328,2022-11-24,2022,4,11,24,Nov,2022-11
329,2022-11-25,2022,4,11,25,Nov,2022-11
330,2022-11-26,2022,4,11,26,Nov,2022-11
331,2022-11-27,2022,4,11,27,Nov,2022-11
332,2022-11-28,2022,4,11,28,Nov,2022-11
333,2022-11-29,2022,4,11,29,Nov,2022-11
334,2022-11-30,2022,4,11,30,Nov,2022-11
335,2022-12-01,2022,4,12,1,Dec,2022-12
336,2022-12-02,2022,4,12,2,Dec,2022-12
337,2022-12-03,2022,4,12,3,Dec,2022-12
338,2022-12-04,2022,4,12,4,Dec,2022-12
339,2022-12-05,2022,4,12,5,Dec,2022-12
340,2022-12-06,2022,4,12,6,Dec,2022-12
341,2022-12-07,2022,4,12,7,Dec,2022-12
342,2022-12-08,2022,4,12,8,Dec,2022-12
343,2022-12-09,2022,4,12,9,Dec,2022-12
344,2022-12-10,2022,4,12,10,Dec,2022-12
345,2022-12-11,2022,4,12,11,Dec,2022-12
346,2022-12-12,2022,4,12,12,Dec,2022-12
347,2022-12-13,2022,4,12,13,Dec,2022-12
348,2022-12-14,2022,4,12,14,Dec,2022-12
349,2022-12-15,2022,4,12,15,Dec,2022-12
350,2022-12-16,2022,4,12,16,Dec,2022-12
351,2022-12-17,2022,4,12,17,Dec,2022-12
352,2022-12-18,2022,4,12,18,Dec,2022-12
353,2022-12-19,2022,4,12,19,Dec,2022-12
354,2022-12-20,2022,4,12,20,Dec,2022-12
355,2022-12-21,2022,4,12,21,Dec,2022-12
356,2022-12-22,2022,4,12,22,Dec,2022-12
357,2022-12-23,2022,4,12,23,Dec,2022-12
358,2022-12-24,2022,4,12,24,Dec,2022-12
359,2022-12-25,2022,4,12,25,Dec,2022-12
360,2022-12-26,2022,4,12,26,Dec,2022-12
361,2022-12-27,2022,4,12,27,Dec,2022-12
362,2022-12-28,2022,4,12,28,Dec,2022-12
363,2022-12-29,2022,4,12,29,Dec,2022-12
364,2022-12-30,2022,4,12,30,Dec,2022-12
365,2022-12-31,2022,4,12,31,Dec,2022-12
366,2023-01-01,2023,1,1,1,Jan,2023-01
367,2023-01-02,2023,1,1,2,Jan,2023-01
368,2023-01-03,2023,1,1,3,Jan,2023-01
369,2023-01-04,2023,1,1,4,Jan,2023-01
370,2023-01-05,2023,1,1,5,Jan,2023-01
371,2023-01-06,2023,1,1,6,Jan,2023-01
372,2023-01-07,2023,1,1,7,Jan,2023-01
373,2023-01-08,2023,1,1,8,Jan,2023-01
374,2023-01-09,2023,1,1,9,Jan,2023-01
375,2023-01-10,2023,1,1,10,Jan,2023-01
376,2023-01-11,2023,1,1,11,Jan,2023-01
377,2023-01-12,2023,1,1,12,Jan,2023-01
378,2023-01-13,2023,1,1,13,Jan,2023-01
379,2023-01-14,2023,1,1,14,Jan,2023-01
380,2023-01-15,2023,1,1,15,Jan,2023-01
381,2023-01-16,2023,1,1,16,Jan,2023-01
382,2023-01-17,2023,1,1,17,Jan,2023-01
383,2023-01-18,2023,1,1,18,Jan,2023-01
384,2023-01-19,2023,1,1,19,Jan,2023-01
385,2023-01-20,2023,1,1,20,Jan,2023-01
386,2023-01-21,2023,1,1,21,Jan,2023-01
387,2023-01-22,2023,1,1,22,Jan,2023-01
388,2023-01-23,2023,1,1,23,Jan,2023-01
389,2023-01-24,2023,1,1,24,Jan,2023-01
390,2023-01-25,2023,1,1,25,Jan,2023-01
391,2023-01-26,2023,1,1,26,Jan,2023-01
392,2023-01-27,2023,1,1,27,Jan,2023-01
393,2023-01-28,2023,1,1,28,Jan,2023-01
394,2023-01-29,2023,1,1,29,Jan,2023-01
395,2023-01-30,2023,1,1,30,Jan,2023-01
396,2023-01-31,2023,1,1,31,Jan,2023-01
397,2023-02-01,2023,1,2,1,Feb,2023-02
398,2023-02-02,2023,1,2,2,Feb,2023-02
399,2023-02-03,2023,1,2,3,Feb,2023-02
400,2023-02-04,2023,1,2,4,Feb,2023-02
401,2023-02-05,2023,1,2,5,Feb,2023-02
402,2023-02-06,2023,1,2,6,Feb,2023-02
403,2023-02-07,2023,1,2,7,Feb,2023-02
404,2023-02-08,2023,1,2,8,Feb,2023-02
405,2023-02-09,2023,1,2,9,Feb,2023-02
406,2023-02-10,2023,1,2,10,Feb,2023-02
407,2023-02-11,2023,1,2,11,Feb,2023-02
408,2023-02-12,2023,1,2,12,Feb,2023-02
409,2023-02-13,2023,1,2,13,Feb,2023-02
410,2023-02-14,2023,1,2,14,Feb,2023-02
411,2023-02-15,2023,1,2,15,Feb,2023-02
412,2023-02-16,2023,1,2,16,Feb,2023-02
413,2023-02-17,2023,1,2,17,Feb,2023-02
414,2023-02-18,2023,1,2,18,Feb,2023-02
415,2023-02-19,2023,1,2,19,Feb,2023-02
416,2023-02-20,2023,1,2,20,Feb,2023-02
417,2023-02-21,2023,1,2,21,Feb,2023-02
418,2023-02-22,2023,1,2,22,Feb,2023-02
419,2023-02-23,2023,1,2,23,Feb,2023-02
420,2023-02-24,2023,1,2,24,Feb,2023-02
421,2023-02-25,2023,1,2,25,Feb,2023-02
422,2023-02-26,2023,1,2,26,Feb,2023-02
423,2023-02-27,2023,1,2,27,Feb,2023-02
424,2023-02-28,2023,1,2,28,Feb,2023-02
425,2023-03-01,2023,1,3,1,Mar,2023-03
426,2023-03-02,2023,1,3,2,Mar,2023-03
427,2023-03-03,2023,1,3,3,Mar,2023-03
428,2023-03-04,2023,1,3,4,Mar,2023-03
429,2023-03-05,2023,1,3,5,Mar,2023-03
430,2023-03-06,2023,1,3,6,Mar,2023-03
431,2023-03-07,2023,1,3,7,Mar,2023-03
432,2023-03-08,2023,1,3,8,Mar,2023-03
433,2023-03-09,2023,1,3,9,Mar,2023-03
434,2023-03-10,2023,1,3,10,Mar,2023-03
435,2023-03-11,2023,1,3,11,Mar,2023-03
436,2023-03-12,2023,1,3,12,Mar,2023-03
437,2023-03-13,2023,1,3,13,Mar,2023-03
438,2023-03-14,2023,1,3,14,Mar,2023-03
439,2023-03-15,2023,1,3,15,Mar,2023-03
440,2023-03-16,2023,1,3,16,Mar,2023-03
441,2023-03-17,2023,1,3,17,Mar,2023-03
442,2023-03-18,2023,1,3,18,Mar,2023-03
443,2023-03-19,2023,1,3,19,Mar,2023-03
444,2023-03-20,2023,1,3,20,Mar,2023-03
445,2023-03-21,2023,1,3,21,Mar,2023-03
446,2023-03-22,2023,1,3,22,Mar,2023-03
447,2023-03-23,2023,1,3,23,Mar,2023-03
448,2023-03-24,2023,1,3,24,Mar,2023-03
449,2023-03-25,2023,1,3,25,Mar,2023-03
450,2023-03-26,2023,1,3,26,Mar,2023-03
451,2023-03-27,2023,1,3,27,Mar,2023-03
452,2023-03-28,2023,1,3,28,Mar,2023-03
453,2023-03-29,2023,1,3,29,Mar,2023-03
454,2023-03-30,2023,1,3,30,Mar,2023-03
455,2023-03-31,2023,1,3,31,Mar,2023-03
456,2023-04-01,2023,2,4,1,Apr,2023-04
457,2023-04-02,2023,2,4,2,Apr,2023-04
458,2023-04-03,2023,2,4,3,Apr,2023-04
459,2023-04-04,2023,2,4,4,Apr,2023-04
460,2023-04-05,2023,2,4,5,Apr,2023-04
461,2023-04-06,2023,2,4,6,Apr,2023-04
462,2023-04-07,2023,2,4,7,Apr,2023-04
463,2023-04-08,2023,2,4,8,Apr,2023-04
464,2023-04-09,2023,2,4,9,Apr,2023-04
465,2023-04-10,2023,2,4,10,Apr,2023-04
466,2023-04-11,2023,2,4,11,Apr,2023-04
467,2023-04-12,2023,2,4,12,Apr,2023-04
468,2023-04-13,2023,2,4,13,Apr,2023-04
469,2023-04-14,2023,2,4,14,Apr,2023-04
470,2023-04-15,2023,2,4,15,Apr,2023-04
471,2023-04-16,2023,2,4,16,Apr,2023-04
472,2023-04-17,2023,2,4,17,Apr,2023-04
473,2023-04-18,2023,2,4,18,Apr,2023-04
474,2023-04-19,2023,2,4,19,Apr,2023-04
475,2023-04-20,2023,2,4,20,Apr,2023-04
476,2023-04-21,2023,2,4,21,Apr,2023-04
477,2023-04-22,2023,2,4,22,Apr,2023-04
478,2023-04-23,2023,2,4,23,Apr,2023-04
479,2023-04-24,2023,2,4,24,Apr,2023-04
480,2023-04-25,2023,2,4,25,Apr,2023-04
481,2023-04-26,2023,2,4,26,Apr,2023-04
482,2023-04-27,2023,2,4,27,Apr,2023-04
483,2023-04-28,2023,2,4,28,Apr,2023-04
484,2023-04-29,2023,2,4,29,Apr,2023-04
485,2023-04-30,2023,2,4,30,Apr,2023-04
486,2023-05-01,2023,2,5,1,May,2023-05
487,2023-05-02,2023,2,5,2,May,2023-05
488,2023-05-03,2023,2,5,3,May,2023-05
489,2023-05-04,2023,2,5,4,May,2023-05
490,2023-05-05,2023,2,5,5,May,2023-05
491,2023-05-06,2023,2,5,6,May,2023-05
492,2023-05-07,2023,2,5,7,May,2023-05
493,2023-05-08,2023,2,5,8,May,2023-05
494,2023-05-09,2023,2,5,9,May,2023-05
495,2023-05-10,2023,2,5,10,May,2023-05
496,2023-05-11,2023,2,5,11,May,2023-05
497,2023-05-12,2023,2,5,12,May,2023-05
498,2023-05-13,2023,2,5,13,May,2023-05
499,2023-05-14,2023,2,5,14,May,2023-05
500,2023-05-15,2023,2,5,15,May,2023-05
501,2023-05-16,2023,2,5,16,May,2023-05
502,2023-05-17,2023,2,5,17,May,2023-05
503,2023-05-18,2023,2,5,18,May,2023-05
504,2023-05-19,2023,2,5,19,May,2023-05
505,2023-05-20,2023,2,5,20,May,2023-05
506,2023-05-21,2023,2,5,21,May,2023-05
507,2023-05-22,2023,2,5,22,May,2023-05
508,2023-05-23,2023,2,5,23,May,2023-05
509,2023-05-24,2023,2,5,24,May,2023-05
510,2023-05-25,2023,2,5,25,May,2023-05
511,2023-05-26,2023,2,5,26,May,2023-05
512,2023-05-27,2023,2,5,27,May,2023-05
513,2023-05-28,2023,2,5,28,May,2023-05
514,2023-05-29,2023,2,5,29,May,2023-05
515,2023-05-30,2023,2,5,30,May,2023-05
516,2023-05-31,2023,2,5,31,May,2023-05
517,2023-06-01,2023,2,6,1,Jun,2023-06
518,2023-06-02,2023,2,6,2,Jun,2023-06
519,2023-06-03,2023,2,6,3,Jun,2023-06
520,2023-06-04,2023,2,6,4,Jun,2023-06
521,2023-06-05,2023,2,6,5,Jun,2023-06
