fund_code,date_id,nav
119551,669,71.3698
119551,670,71.6029
119551,671,73.6117
119551,672,74.3805
119551,675,74.335
119551,676,73.7492
119551,677,72.7492
119551,678,72.9175
119551,679,72.4701
119551,682,71.6037
119551,683,71.2333
119551,684,70.5935
119551,685,71.6887
119551,686,72.2856
119551,689,72.3178
119551,690,73.3057
119551,691,73.3935
119551,692,72.8758
119551,693,73.8994
119551,696,74.2898
119551,697,73.6513
119551,698,73.5657
119551,699,73.0374
119551,700,72.1894
119551,703,72.819
119551,704,74.0938
119551,705,73.2233
119551,706,73.6258
119551,707,73.2423
119551,710,72.9659
119551,711,72.6232
119551,712,72.1091
119551,713,72.1772
119551,714,71.6871
119551,717,71.8954
119551,718,71.9007
119551,719,71.7863
119551,720,71.2508
119551,721,70.9259
119551,724,71.4368
119551,725,71.7901
119551,726,71.2106
119551,727,71.3097
119551,728,71.8209
119551,731,70.8078
119551,732,71.1846
119551,733,70.8063
119551,734,71.2003
119551,735,70.7591
119551,738,69.6776
119551,739,68.7201
119551,740,68.7847
119551,741,68.978
119551,742,68.4654
119551,745,68.8876
119551,746,67.9206
119551,747,67.916
119551,748,67.2292
119551,749,66.8783
119551,752,66.9408
119551,753,66.4691
119551,754,66.2782
119551,755,66.9035
119551,756,66.5983
119551,759,67.1256
119551,760,66.4945
119551,761,66.8403
119551,762,67.7305
119551,763,66.3043
119551,766,65.8739
119551,767,66.2442
119551,768,66.1598
119551,769,66.4109
119551,770,66.0922
119551,773,66.1768
119551,774,66.1201
119551,775,66.8391
119551,776,67.0238
119551,777,67.2583
119551,780,67.049
119551,781,66.7958
119551,782,66.5758
119551,783,66.8423
119551,784,66.6289
119551,787,66.8339
119551,788,68.1035
119551,789,68.6642
119551,790,68.5024
119551,791,69.2677
119551,794,69.0544
119551,795,67.8593
119551,796,67.2934
119551,797,66.2264
119551,798,66.0554
119551,801,66.1003
119551,802,67.1194
119551,803,67.348
119551,804,67.2526
119551,805,67.7813
119551,808,66.5067
119551,809,66.6794
119551,810,67.1689
119551,811,66.3329
119551,812,67.04
119551,815,67.2751
119551,816,67.0637
119551,817,67.4738
119551,818,68.8742
119551,819,69.0203
119551,822,69.2073
119551,823,68.9631
119551,824,68.4834
119551,825,69.0224
119551,826,68.5386
119551,829,68.6172
119551,830,68.364
119551,831,68.6889
119551,832,68.9268
119551,833,69.5963
119551,836,69.3197
119551,837,69.1906
119551,838,68.6314
119551,839,68.3982
119551,840,68.6616
119551,843,69.1572
119551,844,68.6324
119551,845,69.1965
119551,846,70.0649
119551,847,70.3571
119551,850,71.5683
119551,851,71.1182
119551,852,70.3781
119551,853,69.3185
119551,854,70.2754
119551,857,70.7186
119551,858,70.7204
119551,859,70.9318
119551,860,70.2674
119551,861,71.8366
119551,864,71.9556
119551,865,72.0622
119551,866,72.5624
119551,867,72.9085
119551,868,73.0902
119551,871,72.6199
119551,872,72.9601
119551,873,74.2195
119551,874,75.1442
119551,875,76.2468
119551,878,75.9429
119551,879,75.3219
119551,880,75.2772
119551,881,75.3531
119551,882,76.123
119551,885,75.0339
119551,886,76.0922
119551,887,76.0254
119551,888,75.7788
119551,889,75.1442
119551,892,74.0937
119551,893,74.672
119551,894,74.7589
119551,895,73.9514
119551,896,73.1493
119551,899,72.9706
119551,900,74.0908
119551,901,73.9595
119551,902,73.0232
119551,903,72.9027
119551,906,72.7651
119551,907,71.0916
119551,908,71.0942
119551,909,70.9862
119551,910,71.4602
119551,913,72.6725
119551,914,73.436
119551,915,73.2998
119551,916,72.6255
119551,917,74.3309
119551,920,74.4081
119551,921,74.4556
119551,922,74.4782
119551,923,74.6469
119551,924,74.5904
119551,927,74.2523
119551,928,73.9332
119551,929,73.95
119551,930,73.6344
119551,931,73.2107
119551,934,73.3172
119551,935,73.1903
119551,936,74.2058
119551,937,72.5285
119551,938,73.2678
119551,941,74.1156
119551,942,72.8103
119551,943,72.628
119551,944,72.4278
119551,945,71.5712
119551,948,71.1186
119551,949,70.4618
119551,950,71.5961
119551,951,72.2266
119551,952,73.0788
119551,955,73.5833
119551,956,72.8919
119551,957,72.5929
119551,958,72.9445
119551,959,72.1998
119551,962,72.6927
119551,963,72.5762
119551,964,72.374
119551,965,72.8668
119551,966,73.1906
119551,969,72.9956
119551,970,73.7839
119551,971,73.1214
119551,972,73.5577
119551,973,73.9816
119551,976,73.818
119551,977,74.0688
119551,978,73.2938
119551,979,73.9317
119551,980,73.8493
119551,983,73.5476
119551,984,74.2694
119551,985,73.8476
119551,986,72.9736
119551,987,72.0158
119551,990,72.4391
119551,991,71.6627
119551,992,72.8179
119551,993,71.53
119551,994,72.6457
119551,997,72.8185
119551,998,72.794
119551,999,72.4824
119551,1000,72.7755
119551,1001,72.7889
119551,1004,73.5385
119551,1005,73.6506
119551,1006,73.7864
119551,1007,73.5881
119551,1008,73.5891
119551,1011,73.8272
119551,1012,72.7596
119551,1013,71.9367
119551,1014,72.4472
119551,1015,72.5939
119551,1018,72.5136
119551,1019,72.5628
119551,1020,72.8231
119551,1021,72.5147
119551,1022,72.0558
119551,1025,72.2176
119551,1026,71.6341
119551,1027,71.9296
119551,1028,70.8942
119551,1029,71.5775
119551,1032,71.9135
119551,1033,72.1133
119551,1034,72.7785
119551,1035,73.8935
119551,1036,74.596
119551,1039,73.4326
119551,1040,72.646
119551,1041,72.2841
119551,1042,72.338
119551,1043,72.7065
119551,1046,72.2799
119551,1047,72.4364
119551,1048,71.9926
119551,1049,71.6423
119551,1050,70.7956
119551,1053,70.2577
119551,1054,69.461
119551,1055,68.9013
119551,1056,69.5804
119551,1057,69.0359
119551,1060,70.6938
119551,1061,71.0386
119551,1062,71.1912
119551,1063,70.6908
119551,1064,71.1655
119551,1067,70.8416
119551,1068,70.9545
119551,1069,72.6122
119551,1070,72.5881
119551,1071,73.3654
119551,1074,72.9495
119551,1075,72.9646
119551,1076,74.1513
119551,1077,73.7805
119551,1078,75.0079
119551,1081,75.5165
119551,1082,75.1816
119551,1083,75.6411
119551,1084,76.3321
119551,1085,76.7914
119551,1088,75.7744
119551,1089,75.3289
119551,1090,75.2034
119551,1091,75.1929
119551,1092,75.6446
119551,1095,75.8023
119551,1096,74.9535
119551,1097,75.2441
119551,1098,75.6894
119551,1099,76.1032
119551,1102,76.8717
119551,1103,77.4791
119551,1104,77.8337
119551,1105,77.8257
119551,1106,76.7335
119551,1109,77.0646
119551,1110,77.2457
119551,1111,77.4709
119551,1112,76.643
119551,1113,75.9549
119551,1116,76.7032
119551,1117,76.716
119551,1118,77.2183
119551,1119,77.2775
119551,1120,77.3376
119551,1123,78.0205
119551,1124,77.7063
119551,1125,77.8123
119551,1126,77.5357
119551,1127,77.279
119551,1130,77.1084
119551,1131,77.2995
119551,1132,77.0135
119551,1133,77.9113
119551,1134,77.3389
119551,1137,77.2514
119551,1138,76.9921
119551,1139,78.0212
119551,1140,78.1968
119551,1141,78.9524
119551,1144,77.965
119551,1145,78.1891
119551,1146,78.8457
119551,1147,78.9436
119551,1148,79.73
119551,1151,79.4081
119551,1152,80.4427
119551,1153,82.1327
119551,1154,81.9125
119551,1155,81.6334
119551,1158,82.7292
119551,1159,83.933
119551,1160,83.5899
119551,1161,83.3237
119551,1162,83.1598
119551,1165,82.222
119551,1166,81.6006
119551,1167,80.9229
119551,1168,80.4183
119551,1169,80.4352
119551,1172,80.6431
119551,1173,81.7956
119551,1174,81.1204
119551,1175,81.8699
119551,1176,81.7577
119551,1179,81.7642
119551,1180,82.2947
119551,1181,81.5259
119551,1182,81.8436
119551,1183,82.0061
119551,1186,82.4055
119551,1187,82.6586
119551,1188,84.5115
119551,1189,84.0809
119551,1190,83.7313
119551,1193,83.3153
119551,1194,82.951
119551,1195,82.5286
119551,1196,83.4416
119551,1197,84.5371
119551,1200,84.156
119551,1201,83.5836
119551,1202,83.9751
119551,1203,83.6103
119551,1204,84.1217
119551,1207,84.3159
119551,1208,83.2392
119551,1209,84.4265
119551,1210,85.8186
119551,1211,85.4001
119551,1214,85.1525
119551,1215,85.4115
119551,1216,85.708
119551,1217,86.2517
119551,1218,87.8398
119551,1221,87.7481
119551,1222,87.1774
119551,1223,86.1678
119551,1224,85.6583
119551,1225,85.6775
119551,1228,87.0892
119551,1229,86.7373
119551,1230,86.9535
119551,1231,86.9857
119551,1232,87.9475
119551,1235,89.9759
119551,1236,89.6018
119551,1237,89.262
119551,1238,90.1342
119551,1239,90.7247
119551,1242,92.2619
119551,1243,92.7861
119551,1244,92.5403
119551,1245,93.0716
119551,1246,94.0346
119551,1249,94.7664
119551,1250,95.2404
119551,1251,96.1902
119551,1252,97.2374
119551,1253,98.4808
119551,1256,99.0969
119551,1257,99.002
119551,1258,99.1814
119551,1259,100.294
119551,1260,99.6254
119551,1263,100.0015
119551,1264,99.7066
119551,1265,99.7833
119551,1266,100.9668
119551,1267,101.1893
119551,1270,101.283
119551,1271,100.1272
119551,1272,100.8404
119551,1273,101.4684
119551,1274,103.4762
119551,1277,103.2489
119551,1278,103.502
119551,1279,103.7835
119551,1280,105.2917
119551,1281,105.2575
119551,1284,105.5713
119551,1285,106.1935
119551,1286,106.4233
119551,1287,106.0599
119551,1288,106.2964
119551,1291,107.363
119551,1292,106.4503
119551,1293,106.6302
119551,1294,106.0286
119551,1295,107.2072
119551,1298,105.8313
119551,1299,105.3653
119551,1300,105.7709
119551,1301,107.2967
119551,1302,107.2898
119551,1305,106.8209
119551,1306,108.6639
119551,1307,107.3404
119551,1308,105.3333
119551,1309,105.7974
119551,1312,105.3843
119551,1313,104.4934
119551,1314,105.2024
119551,1315,105.4833
119551,1316,105.014
119551,1319,103.8885
119551,1320,104.745
119551,1321,105.4017
119551,1322,105.3639
119551,1323,107.1491
119551,1326,106.1974
119551,1327,104.8323
119551,1328,104.2483
119551,1329,104.2602
119551,1330,104.5381
119551,1333,104.3698
119551,1334,104.7483
119551,1335,103.652
119551,1336,105.0344
119551,1337,105.0125
119551,1340,106.1071
119551,1341,106.4832
119551,1342,106.9682
119551,1343,107.5625
119551,1344,108.0437
119551,1347,108.714
119551,1348,110.0526
119551,1349,110.3004
119551,1350,111.0495
119551,1351,111.0189
119551,1354,112.4959
119551,1355,111.8846
119551,1356,113.7344
119551,1357,113.7528
119551,1358,112.3845
119551,1361,112.5695
119551,1362,111.9532
119551,1363,112.8445
119551,1364,112.2547
119551,1365,111.8716
119551,1368,110.0796
119551,1369,109.6979
119551,1370,107.4332
119551,1371,105.9976
119551,1372,106.7659
119551,1375,107.5639
119551,1376,108.0239
119551,1377,107.1619
119551,1378,107.1721
119551,1379,107.224
119551,1382,106.1889
119551,1383,107.6618
119551,1384,108.554
119551,1385,108.3986
119551,1386,108.4803
119551,1389,108.7359
119551,1390,106.8506
119551,1391,106.6729
119551,1392,106.088
119551,1393,105.2092
119551,1396,105.0029
119551,1397,106.7359
119551,1398,107.3963
119551,1399,106.9118
119551,1400,107.5085
119551,1403,108.8996
119551,1404,109.8479
119551,1405,109.9624
119551,1406,109.3932
119551,1407,110.1257
119551,1410,110.5656
119551,1411,111.4994
119551,1412,112.1836
119551,1413,113.2853
119551,1414,112.81
119551,1417,114.1872
119551,1418,114.4454
119551,1419,116.6194
119551,1420,115.9725
119551,1421,117.8225
119551,1424,118.0892
119551,1425,117.4733
119551,1426,117.0334
119551,1427,116.7635
119551,1428,117.2615
119551,1431,117.8643
119551,1432,117.3299
119551,1433,117.3653
119551,1434,119.6655
119551,1435,121.5653
119551,1438,122.0969
119551,1439,122.2009
119551,1440,122.3934
119551,1441,123.121
119551,1442,122.0783
119551,1445,121.8644
119551,1446,120.1462
119551,1447,120.6322
119551,1448,121.3853
119551,1449,120.9315
119551,1452,122.6852
119551,1453,121.4287
119551,1454,119.9324
119551,1455,120.2321
119551,1456,121.4101
119551,1459,123.2902
119551,1460,122.8556
119551,1461,124.0939
119551,1462,124.1158
119551,1463,123.9909
119551,1466,125.0255
119551,1467,125.8117
119551,1468,124.1387
119551,1469,125.8307
119551,1470,127.4373
119551,1473,126.8016
119551,1474,127.3106
119551,1475,127.9325
119551,1476,128.2931
119551,1477,127.7379
119551,1480,127.049
119551,1481,127.0859
119551,1482,128.4734
119551,1483,129.1574
119551,1484,128.8023
119551,1487,129.7489
119551,1488,126.5952
119551,1489,127.9503
119551,1490,126.0672
119551,1491,125.7297
119551,1494,124.5585
119551,1495,123.2079
119551,1496,124.54
119551,1497,124.0913
119551,1498,124.5354
119551,1501,124.5481
119551,1502,125.1377
119551,1503,125.2871
119551,1504,123.9414
119551,1505,125.0997
119551,1508,124.6204
119551,1509,122.9848
119551,1510,122.5845
119551,1511,124.2819
119551,1512,125.2819
119551,1515,124.9617
119551,1516,124.6417
119551,1517,124.3528
119551,1518,126.7167
119551,1519,127.2098
119551,1522,127.7591
119551,1523,128.9917
119551,1524,129.3304
119551,1525,129.1018
119551,1526,128.945
119551,1529,128.9301
119551,1530,128.9543
119551,1531,129.8514
119551,1532,129.9779
119551,1533,130.888
119551,1536,130.8623
119551,1537,131.0207
119551,1538,128.7984
119551,1539,129.9105
119551,1540,130.3753
119551,1543,131.5958
119551,1544,128.3432
119551,1545,130.7964
119551,1546,130.7029
119551,1547,132.0546
119551,1550,130.9166
119551,1551,131.6939
119551,1552,130.5435
119551,1553,129.8943
119551,1554,132.1737
119551,1557,132.0197
119551,1558,132.3414
119551,1559,133.4296
119551,1560,134.0833
119551,1561,134.3306
119551,1564,134.8331
119551,1565,137.7927
119551,1566,137.7937
119551,1567,138.1096
119551,1568,139.4671
119551,1571,140.9062
119551,1572,142.4626
119551,1573,143.3412
119551,1574,141.9768
119551,1575,144.1112
119551,1578,142.7352
119551,1579,143.1905
119551,1580,142.3145
119551,1581,142.3075
119551,1582,142.7943
119551,1585,143.2735
119551,1586,143.8818
119551,1587,146.0194
119551,1588,146.6803
119551,1589,146.4403
119551,1592,147.7669
119551,1593,149.4022
119551,1594,147.8697
119551,1595,148.7275
119551,1596,149.7273
119551,1599,149.412
119551,1600,151.3138
119551,1601,151.1916
119551,1602,151.4373
119551,1603,151.2843
119551,1606,151.3832
119551,1607,150.004
119551,1608,148.1874
119551,1609,150.3635
119551,1610,149.3216
119552,3,58.4174
119552,4,57.348
119552,5,57.0552
119552,6,56.4224
119552,7,57.275
119552,10,57.8171
119552,11,57.497
119552,12,58.6808
119552,13,59.2216
119552,14,59.0827
119552,17,57.8244
119552,18,59.035
119552,19,58.3461
119552,20,57.5352
119552,21,58.0864
119552,24,59.3804
119552,25,60.1408
119552,26,60.4718
119552,27,60.8212
119552,28,61.3123
119552,31,61.7559
119552,32,61.9412
119552,33,62.0301
119552,34,62.0279
119552,35,61.6486
119552,38,61.5279
119552,39,60.6474
119552,40,60.6261
119552,41,60.1308
119552,42,59.5791
119552,45,59.7045
119552,46,60.4732
119552,47,60.9964
119552,48,60.1884
119552,49,59.6962
119552,52,60.2246
119552,53,59.7358
119552,54,59.6484
119552,55,59.9693
119552,56,59.4901
119552,59,59.5761
119552,60,58.9097
119552,61,58.6283
119552,62,58.8242
119552,63,58.0335
119552,66,58.2895
119552,67,58.3094
119552,68,58.6245
119552,69,58.7707
119552,70,59.5127
119552,73,59.6092
119552,74,59.4145
119552,75,59.5093
119552,76,59.826
119552,77,59.8827
119552,80,59.935
119552,81,59.5958
119552,82,59.279
119552,83,58.5805
119552,84,59.5221
119552,87,58.9031
119552,88,58.5744
119552,89,58.2345
119552,90,58.7262
119552,91,58.6039
119552,94,59.2829
119552,95,58.9623
119552,96,59.138
119552,97,58.7342
119552,98,59.8869
119552,101,59.2935
119552,102,59.4864
119552,103,59.8507
119552,104,60.1005
119552,105,60.0333
119552,108,59.9956
119552,109,60.0497
119552,110,60.0029
119552,111,60.5463
119552,112,61.7701
119552,115,61.4989
119552,116,60.7918
119552,117,60.7758
119552,118,62.2064
119552,119,61.799
119552,122,62.7311
119552,123,63.6991
119552,124,63.4215
119552,125,63.7735
119552,126,64.7293
119552,129,64.5466
119552,130,64.464
119552,131,64.1673
119552,132,63.6284
119552,133,63.2977
119552,136,62.6505
119552,137,62.7016
119552,138,62.3094
119552,139,62.4703
119552,140,61.6507
119552,143,61.8628
119552,144,62.3514
119552,145,61.2962
119552,146,61.5305
119552,147,62.2324
119552,150,61.6038
119552,151,62.5515
119552,152,62.8155
119552,153,62.4584
119552,154,62.4599
119552,157,62.8006
119552,158,62.8751
119552,159,63.2071
119552,160,62.7284
119552,161,62.8545
119552,164,62.1078
119552,165,62.0789
119552,166,61.6178
119552,167,61.251
119552,168,61.9543
119552,171,62.5857
119552,172,62.9553
119552,173,62.3839
119552,174,62.2422
119552,175,62.9441
119552,178,63.0554
119552,179,64.3916
119552,180,64.6487
119552,181,64.7917
119552,182,64.6487
119552,185,64.7582
119552,186,64.7046
119552,187,65.1435
119552,188,65.7294
119552,189,65.309
119552,192,64.5801
119552,193,63.5755
119552,194,63.8939
119552,195,63.3078
119552,196,62.1492
119552,199,62.3947
119552,200,63.8147
119552,201,63.8442
119552,202,64.3512
119552,203,64.4309
119552,206,64.408
119552,207,64.9656
119552,208,64.833
119552,209,65.0196
119552,210,65.238
119552,213,64.8882
119552,214,65.4921
119552,215,65.4249
119552,216,65.0238
119552,217,65.3659
119552,220,64.8835
119552,221,64.9331
119552,222,64.9614
119552,223,65.6204
119552,224,65.9296
119552,227,65.9491
119552,228,66.4607
119552,229,67.3153
119552,230,67.6822
119552,231,67.7233
119552,234,66.9788
119552,235,66.3869
119552,236,66.2426
119552,237,65.9214
119552,238,65.8468
119552,241,65.9137
119552,242,66.2565
119552,243,66.2495
119552,244,66.5687
119552,245,66.6409
119552,248,65.5237
119552,249,65.0167
119552,250,64.9676
119552,251,64.3114
119552,252,64.6859
119552,255,65.5989
119552,256,66.342
119552,257,66.2514
119552,258,67.1628
119552,259,67.2856
119552,262,67.1205
119552,263,66.7928
119552,264,66.6493
119552,265,66.4558
119552,266,66.5901
119552,269,66.7189
119552,270,66.7551
119552,271,67.0474
119552,272,67.7901
119552,273,68.3954
119552,276,67.5404
119552,277,66.0703
119552,278,66.6513
119552,279,65.8867
119552,280,65.7901
119552,283,65.1483
119552,284,64.1542
119552,285,64.4946
119552,286,64.9613
119552,287,64.6652
119552,290,63.2369
119552,291,62.9655
119552,292,63.216
119552,293,62.4291
119552,294,62.5624
119552,297,62.5862
119552,298,62.9392
119552,299,63.0382
119552,300,62.5318
