investor_id,fund_code,date_id,transaction_type,amount_inr,state,city,city_tier,age_group,gender,annual_income_lakh,payment_mode,kyc_status
INV000321,149323,733,SIP,15782,Maharashtra,Mumbai,T30,26-35,Male,24.2,Cheque,Verified
INV003379,120841,733,SIP,1008,Uttar Pradesh,Lucknow,T30,36-45,Male,43.2,Cheque,Verified
INV004544,148567,733,Redemption,410715,Maharashtra,Mumbai,T30,36-45,Male,52.1,Cheque,Verified
INV000527,119094,733,Lumpsum,114021,Telangana,Hyderabad,T30,26-35,Male,12.1,Mandate,Verified
INV004633,125498,733,Lumpsum,296354,Telangana,Hyderabad,T30,18-25,Female,4.9,Net Banking,Verified
INV003737,119093,733,Lumpsum,126721,Punjab,Chandigarh,T30,18-25,Male,4.4,Net Banking,Verified
INV000679,149323,733,Redemption,141968,Haryana,Faridabad,B30,46-55,Female,79.1,UPI,Verified
INV004357,125498,733,SIP,2459,Delhi,Gurugram,T30,46-55,Female,55.6,Cheque,Verified
INV004941,120505,733,Lumpsum,310085,Maharashtra,Nashik,B30,26-35,Male,11.0,Net Banking,Verified
INV000632,120844,733,Lumpsum,246606,Delhi,Gurugram,T30,36-45,Male,49.1,UPI,Verified
INV000849,148567,733,Lumpsum,254442,Delhi,Gurugram,T30,56+,Female,32.5,Cheque,Verified
INV001167,118636,733,SIP,41124,Punjab,Amritsar,B30,36-45,Male,26.7,Net Banking,Verified
INV000007,119094,733,SIP,13603,Uttar Pradesh,Kanpur,B30,26-35,Male,21.9,Mandate,Verified
INV000431,120504,733,SIP,23759,Madhya Pradesh,Bhopal,B30,18-25,Female,4.6,Mandate,Verified
INV002417,120842,733,SIP,2719,Tamil Nadu,Coimbatore,B30,26-35,Male,16.8,Mandate,Verified
INV000011,120507,733,SIP,2230,West Bengal,Kolkata,T30,26-35,Male,9.6,Mandate,Verified
INV001167,102886,733,SIP,8419,Punjab,Amritsar,B30,36-45,Male,26.7,UPI,Verified
INV000954,148568,733,SIP,2224,Haryana,Faridabad,B30,26-35,Female,8.3,Cheque,Verified
INV002101,102887,733,Redemption,234810,Uttar Pradesh,Lucknow,T30,26-35,Male,14.7,Mandate,Verified
INV000947,101208,733,Redemption,281989,Delhi,Noida,T30,26-35,Male,11.0,UPI,Verified
INV004867,100033,733,Lumpsum,331777,Karnataka,Bangalore,T30,18-25,Male,7.3,Mandate,Verified
INV004125,100016,733,SIP,2999,Gujarat,Surat,T30,26-35,Male,9.4,Cheque,Verified
INV001910,102886,733,Redemption,502057,Karnataka,Mysore,B30,26-35,Female,15.2,Mandate,Verified
INV001411,102886,733,SIP,2998,Delhi,Gurugram,T30,26-35,Female,7.1,Cheque,Verified
INV003326,125498,733,SIP,2712,Karnataka,Bangalore,T30,36-45,Male,40.9,Mandate,Verified
INV004173,120504,733,SIP,479,West Bengal,Kolkata,T30,26-35,Male,16.9,Mandate,Verified
INV004867,120506,733,SIP,3082,Karnataka,Bangalore,T30,18-25,Male,7.3,UPI,Pending
INV001454,120843,733,SIP,554,Tamil Nadu,Chennai,T30,26-35,Male,9.3,Net Banking,Verified
INV003100,149324,734,Lumpsum,361700,Telangana,Hyderabad,T30,26-35,Male,16.5,Net Banking,Verified
INV000215,120505,734,Lumpsum,190843,Maharashtra,Nashik,B30,26-35,Female,18.3,Mandate,Verified
INV003191,119092,734,Lumpsum,94475,Madhya Pradesh,Bhopal,B30,18-25,Female,6.8,Mandate,Verified
INV003946,120504,734,Lumpsum,465127,Karnataka,Mysore,B30,26-35,Female,9.2,Net Banking,Verified
INV000330,119552,734,SIP,8747,Madhya Pradesh,Bhopal,B30,26-35,Female,11.9,Mandate,Verified
INV004797,125497,734,Lumpsum,178854,Gujarat,Ahmedabad,T30,56+,Male,18.9,Net Banking,Verified
INV000330,120841,734,Lumpsum,351770,Madhya Pradesh,Bhopal,B30,26-35,Female,11.9,Net Banking,Verified
INV001128,120844,734,Lumpsum,168521,West Bengal,Kolkata,T30,36-45,Female,43.2,Cheque,Verified
INV002302,125498,734,Lumpsum,153713,West Bengal,Kolkata,T30,26-35,Male,10.1,UPI,Verified
INV002495,118636,734,SIP,2727,Maharashtra,Nashik,B30,26-35,Male,6.6,Net Banking,Verified
INV002158,120507,734,Lumpsum,39096,Madhya Pradesh,Indore,T30,26-35,Male,14.5,Net Banking,Verified
INV000144,120503,734,SIP,499,Delhi,Noida,T30,26-35,Male,19.1,Net Banking,Verified
INV004563,118634,734,Lumpsum,38117,Gujarat,Surat,T30,46-55,Female,32.2,Cheque,Verified
INV002912,149323,734,Redemption,520148,Maharashtra,Mumbai,T30,26-35,Female,23.6,Net Banking,Verified
INV002343,119093,734,SIP,1182,Punjab,Amritsar,B30,26-35,Male,22.1,Net Banking,Verified
INV000091,120504,734,SIP,2368,Haryana,Gurugram,T30,26-35,Male,14.6,Mandate,Verified
INV004688,120505,734,Lumpsum,168104,West Bengal,Kolkata,T30,26-35,Male,20.7,UPI,Verified
INV004321,120843,734,SIP,1147,West Bengal,Kolkata,T30,26-35,Male,16.0,Mandate,Verified
INV001579,125498,734,SIP,40657,Karnataka,Bangalore,T30,46-55,Male,71.1,UPI,Verified
INV003705,120506,734,SIP,57004,Telangana,Hyderabad,T30,26-35,Male,8.0,UPI,Pending
INV000544,120507,734,Lumpsum,295246,Madhya Pradesh,Bhopal,B30,18-25,Male,3.6,Mandate,Verified
INV001997,120505,734,SIP,908,Delhi,New Delhi,T30,56+,Female,24.8,UPI,Verified
INV003707,120506,734,SIP,3527,Telangana,Hyderabad,T30,36-45,Female,55.5,Mandate,Verified
INV000372,148569,734,Lumpsum,209421,Gujarat,Surat,T30,36-45,Male,12.4,Cheque,Verified
INV001331,120841,734,SIP,568,Gujarat,Ahmedabad,T30,26-35,Male,17.5,Net Banking,Verified
INV002033,102885,734,SIP,8905,Gujarat,Ahmedabad,T30,46-55,Male,18.9,UPI,Verified
INV003953,148569,734,SIP,58436,Maharashtra,Pune,T30,36-45,Male,17.4,Mandate,Verified
INV003500,120505,734,SIP,2007,Maharashtra,Mumbai,T30,26-35,Male,15.5,Mandate,Pending
INV003240,101206,734,SIP,6686,Haryana,Gurugram,T30,26-35,Male,21.7,Net Banking,Pending
INV003040,119598,734,Lumpsum,468352,Karnataka,Bangalore,T30,26-35,Female,15.3,Cheque,Verified
INV000663,148568,734,SIP,558,Haryana,Gurugram,T30,26-35,Female,13.8,Mandate,Pending
INV003083,125497,734,Lumpsum,201815,Madhya Pradesh,Bhopal,B30,56+,Female,41.3,UPI,Verified
INV004131,101208,734,SIP,2343,Uttar Pradesh,Kanpur,B30,26-35,Male,10.3,UPI,Verified
INV001806,102885,734,SIP,20256,Telangana,Hyderabad,T30,36-45,Male,32.6,UPI,Verified
INV001190,118636,734,SIP,9909,Maharashtra,Mumbai,T30,26-35,Male,15.6,Mandate,Verified
INV004939,118635,734,SIP,25211,Punjab,Amritsar,B30,18-25,Male,4.7,Cheque,Verified
INV004896,148567,734,Lumpsum,22023,Uttar Pradesh,Agra,B30,18-25,Female,3.5,Mandate,Verified
INV004682,120841,734,SIP,571,Telangana,Hyderabad,T30,26-35,Female,8.7,Mandate,Verified
INV002891,120842,734,SIP,2202,Haryana,Faridabad,B30,36-45,Female,56.5,Cheque,Verified
INV002400,120506,734,SIP,11693,Punjab,Chandigarh,T30,36-45,Male,15.5,Cheque,Verified
INV004138,119094,734,SIP,827,Madhya Pradesh,Indore,T30,36-45,Male,18.2,Mandate,Verified
INV003489,149323,734,SIP,11426,Rajasthan,Udaipur,B30,26-35,Male,11.4,UPI,Verified
INV004602,120504,734,SIP,28337,Delhi,Noida,T30,26-35,Female,9.4,Cheque,Verified
INV004593,120506,734,Lumpsum,65501,Punjab,Amritsar,B30,26-35,Male,13.7,Net Banking,Verified
INV003394,149322,734,SIP,13339,West Bengal,Kolkata,T30,26-35,Male,14.6,Mandate,Verified
INV002056,119551,734,SIP,5980,Madhya Pradesh,Bhopal,B30,18-25,Female,3.4,Mandate,Verified
INV004770,125497,734,SIP,8263,Gujarat,Surat,T30,18-25,Female,5.2,Net Banking,Verified
INV002862,119092,734,SIP,1123,Telangana,Hyderabad,T30,56+,Male,72.7,Mandate,Verified
INV003414,149322,734,SIP,2730,Maharashtra,Pune,T30,36-45,Female,20.3,Cheque,Verified
INV000803,120505,734,SIP,4906,Karnataka,Mysore,B30,26-35,Female,20.6,Cheque,Verified
INV004353,120844,734,Lumpsum,20266,Uttar Pradesh,Agra,B30,56+,Male,31.2,UPI,Verified
INV001553,120844,734,Redemption,125745,Delhi,Noida,T30,26-35,Male,23.5,Cheque,Verified
INV003579,119599,734,Lumpsum,518933,West Bengal,Kolkata,T30,18-25,Male,4.6,Net Banking,Verified
INV003410,149324,734,SIP,1826,Madhya Pradesh,Indore,T30,26-35,Male,7.7,UPI,Verified
INV003409,125497,734,Redemption,255163,Karnataka,Mysore,B30,46-55,Male,44.2,Net Banking,Verified
INV002554,102885,734,SIP,8997,Madhya Pradesh,Bhopal,B30,18-25,Male,5.4,Net Banking,Verified
INV004059,120843,734,SIP,7638,Maharashtra,Pune,T30,26-35,Female,17.0,Net Banking,Verified
INV000639,149322,734,Lumpsum,286253,Tamil Nadu,Coimbatore,B30,18-25,Female,3.6,UPI,Verified
INV002219,120504,734,SIP,5981,Karnataka,Mysore,B30,26-35,Male,6.9,Mandate,Verified
INV002960,119120,734,SIP,15426,Madhya Pradesh,Indore,T30,36-45,Male,57.1,Cheque,Verified
INV003342,100025,734,Redemption,345140,Tamil Nadu,Chennai,T30,56+,Male,32.8,Cheque,Verified
INV002748,119120,734,SIP,533,Punjab,Amritsar,B30,26-35,Male,7.8,Net Banking,Verified
INV004880,125497,734,SIP,6167,Punjab,Chandigarh,T30,26-35,Male,6.3,UPI,Verified
INV002436,149322,734,SIP,5899,Gujarat,Surat,T30,46-55,Male,28.8,Net Banking,Verified
INV002659,125497,734,Redemption,218077,Madhya Pradesh,Bhopal,B30,36-45,Female,56.5,Mandate,Verified
INV003196,101207,734,SIP,2483,West Bengal,Kolkata,T30,26-35,Female,20.1,UPI,Verified
INV000874,120844,734,SIP,1162,Tamil Nadu,Chennai,T30,56+,Male,19.1,Net Banking,Verified
INV000386,119093,734,SIP,57205,Haryana,Faridabad,B30,36-45,Male,14.2,Net Banking,Verified
INV001536,119598,734,SIP,1762,Karnataka,Mysore,B30,26-35,Male,17.9,Cheque,Verified
INV002642,148568,734,SIP,911,Haryana,Gurugram,T30,46-55,Female,48.8,UPI,Verified
INV004452,149324,735,SIP,4901,Rajasthan,Udaipur,B30,26-35,Male,17.6,Net Banking,Verified
INV003171,120505,735,SIP,5100,Rajasthan,Jaipur,T30,36-45,Female,16.3,Cheque,Verified
INV000926,120507,735,SIP,7278,Delhi,New Delhi,T30,36-45,Male,46.1,Mandate,Verified
INV001070,120843,735,SIP,52410,Tamil Nadu,Coimbatore,B30,26-35,Male,11.9,Cheque,Verified
INV004919,100033,735,Lumpsum,243656,Telangana,Hyderabad,T30,26-35,Male,6.6,Cheque,Verified
INV002656,118636,735,Lumpsum,265566,Tamil Nadu,Coimbatore,B30,26-35,Male,9.6,Mandate,Verified
INV003072,119094,735,SIP,28652,Tamil Nadu,Coimbatore,B30,18-25,Male,3.8,UPI,Verified
INV003846,102886,735,Redemption,8986,Uttar Pradesh,Agra,B30,46-55,Female,44.2,Mandate,Verified
INV004400,120841,735,Lumpsum,522907,Uttar Pradesh,Agra,B30,26-35,Male,19.5,Cheque,Verified
INV003028,100033,735,SIP,7663,Tamil Nadu,Chennai,T30,26-35,Female,12.8,Cheque,Verified
INV004733,149323,735,SIP,822,Telangana,Hyderabad,T30,18-25,Male,5.4,Cheque,Verified
INV002610,100016,735,SIP,4252,Tamil Nadu,Coimbatore,B30,36-45,Female,31.7,Net Banking,Verified
